"PID","Sale_Price"
907200230,129914.386211884
907201220,129995.375863962
907201280,133656.72160146
907227080,127024.343160288
907227110,137103.323023281
907252060,246579.504484938
907260030,192924.338771471
907265010,203824.226806836
907285020,222429.270643125
907290180,142616.909706947
907290210,142572.304471344
907410130,258637.392683362
907414020,205450.576012604
908128060,159365.177785126
908154040,265114.424794498
908201040,106814.47690154
909101010,124829.537890095
909101100,121717.40120609
909129090,119102.755035398
909175080,69037.992912824
909179020,200520.598388897
909250220,145433.765182514
909251170,149741.503289528
909253010,172071.809882981
909275080,164880.049899541
909277090,146330.702756543
909425060,165628.750349505
909426090,172786.352485166
909452050,188132.376804722
910202070,127054.491982418
910204050,144044.835555631
911104060,78632.1890327466
912251110,55158.8219375726
914465020,238489.148543742
914475030,159999.952877643
914476380,170975.610595758
916380070,314363.295588382
916382010,196258.173895573
916386140,222635.402590479
916403200,200702.823418361
916475040,353003.133630916
921128050,376726.588095672
923201100,134857.908923563
923228110,82479.6715945843
923228230,86971.6804654228
923230200,131062.509692558
526351030,175955.060161958
527106150,190860.590321114
527161010,181390.041779679
527164120,187591.911241462
527208010,326539.867085712
527276040,171072.714572709
527325070,235365.009793058
527326130,159614.958978219
527354160,185310.531707202
527357110,151850.643366472
527357180,256408.18815322
527359070,179356.464027916
527378020,158176.440744759
527450250,102496.201807
527452150,139772.824472525
528102030,335353.505804774
528104050,425648.531074846
528110110,380181.1085787
528118090,442850.551397746
528120130,364339.507176694
528142140,312839.355378892
528166120,414059.026323275
528170070,260598.168425195
528178070,348566.840992267
528178090,364840.953327094
528186080,309740.161194951
528186130,350942.490968316
528186160,226075.654379167
528228465,179918.536437469
528253020,208329.993252481
528280130,191592.535246121
528290010,183797.804823138
528292060,229644.295216269
528294060,183355.637583547
528315060,252787.823179362
528326110,329576.547365759
528363020,311925.846825191
528429070,249000.489243081
528429080,254661.320310367
528431080,218863.184470309
528435020,249010.348202409
528439010,221946.394978827
528458050,214351.663496925
528462040,214059.039412087
528477040,210557.056290198
528480060,283577.097509236
528480160,193671.002226629
528482020,247549.087851383
528488140,194075.88302328
531375120,152138.085019902
531450090,176753.644847434
531450170,179363.727937356
531452140,158923.10441179
532377020,119937.699212945
532378200,136869.078522333
533206050,207483.163733485
533212140,157191.692081033
533213120,171435.552888454
533215040,253091.249947423
533236090,280934.043243808
533250050,202842.00362732
533250110,195155.594337974
533251120,163850.943453012
533350120,256612.175426806
534126090,177902.076626465
534127210,179785.538397159
534127230,179479.854357212
534175140,150020.151600038
534201240,145552.110675075
534250335,167569.744589069
534250410,185689.641413997
534400060,170057.705510041
534403080,166329.66298389
534403100,161947.155912681
534427040,145410.174754191
534455030,155405.948316891
534477080,128150.367616051
534479150,126741.388952134
535105090,155482.266184018
535152200,138240.016775158
535153140,161698.451271165
535178060,143300.785802474
535180100,135989.593431224
535301080,122390.878286304
535302140,123831.881699918
535303030,167403.718207567
535352080,121240.664990441
535375160,108564.536486252
535380140,134589.519878093
535426260,152731.511078276
535427070,191823.027746665
535451010,124038.391620743
535475020,162946.785218137
535476370,165287.865166828
902100020,113644.1074326
902100030,99475.8327619065
902109110,182919.306767735
902109160,129682.456881684
902134100,92339.2592288551
902201120,105236.691090861
902205090,116518.792166019
902300260,130970.555273132
902301150,108161.16612413
902304060,132463.941988251
902326060,149595.575867452
902401010,116546.796965228
902401120,263983.32555983
902427045,104856.357305196
902427150,112439.848142215
903201030,126245.649818445
903204095,113079.81005425
903225140,122302.746234411
903230110,121092.320587102
903230120,84380.1842966002
903235100,82329.7707618197
903236010,123807.508762803
903401020,151663.607817666
903401030,145698.840212743
903401050,134903.593889235
903429010,126432.154574581
903455140,119923.156556513
905100020,141963.309590209
905104180,138073.13020553
905107380,128631.693558607
905108170,143236.217298715
905200090,132935.105774377
905201110,153692.310344981
905202230,191632.513804028
905352030,221124.803570831
905352070,223635.362962335
905401045,199649.311331665
905403150,136451.920434326
905451330,152368.5540148
906204150,248517.753908053
906223140,220986.011102765
906223220,192299.788760953
906380030,239824.977744749
906412050,325838.611082125
907135260,142709.891097605
907176010,201053.875368824
907187080,199122.072201634
907192130,217439.268692707
907196050,211259.393593419
907201060,145109.58576177
907202010,146709.207929295
907202240,162208.095917607
907227050,124752.209786719
907253060,226276.80541
907295100,211494.575637047
907412070,204024.513876423
907425010,144320.775033743
908103280,144010.08602356
908128110,167819.133222244
908152270,140412.093585813
908154080,205411.338494363
908186040,140757.213046518
908201110,75996.0525150054
908275130,123988.581163675
908275280,128274.366646402
909101060,77397.7200277183
909131170,138206.677343948
909175100,154685.430799537
909177120,147631.563334078
909250040,169362.877666531
909252220,140758.884428932
909253190,103159.031102686
909275040,154233.532662574
909282030,279341.999180492
909425085,224179.608066913
909451150,144772.437025875
910200080,111809.302902878
910203020,107060.48123789
910203090,103543.466219134
911370410,275729.915406307
911370540,263679.178199638
914465060,247588.112177276
914467050,209339.148486538
916384100,225414.993922251
916386180,198501.012189223
921126030,271513.76424286
923202015,205919.480779311
923202137,114606.672611163
923203140,160579.914857306
923225080,136775.045548946
923225310,92274.8110926815
923277030,135008.040499662
526352090,161986.620594674
526355170,206226.795713648
527105140,188000.036083672
527110130,163280.028861947
527158090,167154.337780057
527161090,190905.675583753
527162090,169652.215058753
527165100,168819.408721875
527216080,443019.566849377
527252070,222927.659052436
527325090,193461.245268175
527404100,123113.251236808
527425140,116933.341772011
527455030,137901.856127993
528110070,315942.878707733
528112150,259034.108558635
528118050,465417.596787514
528150040,360047.682369202
528172050,247155.247671293
528172070,254712.941118432
528174020,195372.636094892
528181070,222688.91133962
528181080,208784.96877217
528186050,293780.129508086
528186090,296906.371900018
528188160,205295.431792814
528218020,175149.344703229
528221050,188768.734357273
528222090,177634.981890508
528228270,191966.762482847
528228275,200212.041090473
528235000,179273.099143092
528235160,207927.501864963
528235170,222364.005562802
528240020,188016.868530973
528290060,174796.593156571
528290170,188179.369886883
528322020,349763.359367386
528326060,258178.098870916
528354110,302145.18764067
528358040,289406.321851171
528364110,314037.7714329
528376010,317721.507543077
528427100,253988.900988515
528429090,331897.64250986
528429110,243324.724912071
528435070,239683.372739729
528439050,230310.497326643
528439080,231467.999139669
528441080,271572.697690834
528445070,242978.924587258
528458090,174442.161200093
528458150,268023.554882588
528477020,243850.307469152
528482010,246499.594652519
531363020,137701.293172751
531363040,151601.780043632
531380110,196713.032024565
532354070,133564.256271775
532376090,147676.788277989
532377140,133224.229225003
532479050,138907.102415621
532479140,151980.525448302
533120030,333927.283345601
533130170,296722.569478219
533205110,232561.393020571
533208030,224612.76970691
533213130,171363.809015071
533213140,168997.866575424
533221100,169937.280012109
533223050,158319.697131431
533236040,175869.791228086
533242080,203021.549171033
533244040,284103.216389395
533251110,265935.954840458
533254100,169854.002442912
533350020,304341.044567289
534127080,199494.924093232
534127140,154293.99060616
534127260,172455.201779783
534151090,206888.762804044
534177210,159110.351114959
534178010,140211.688120962
534204120,145468.347509828
534252110,135211.418262751
534276070,137897.870227143
534276290,106086.872971274
534403420,148829.253848571
534478140,139623.86937868
535101150,137919.321996011
535105110,162701.307003284
535151020,137665.022002502
535151110,141785.504693066
535152060,134346.469743994
535154080,150682.518350902
535155110,139646.457767481
535301060,138393.548802821
535302070,126077.70734586
535325090,132533.358815581
535325320,129546.833041045
535327200,129787.586897957
535353130,114016.956431918
535353160,120389.63986553
535354050,133859.293780447
535376010,99304.0188517427
535379110,132952.975678266
535382150,90924.7048429814
535402180,122708.584347009
535450220,129767.918055018
535450310,148781.436065034
535451040,121265.4093225
535453080,139293.260329983
535457040,130400.492502114
535457050,108373.481042004
535476360,177128.037160729
535477130,156117.515423707
902100010,111257.375973796
902107050,128535.910304393
902125120,94267.1518636939
902128160,116638.593107056
902201090,128005.993300236
902205020,96903.5891362966
902205130,95695.4487760652
902206270,125770.972582519
902301130,115813.741414206
902332030,163641.871881454
903206170,158869.165629484
903228080,131961.421875887
903231180,123162.012940688
903233030,128495.782852143
903233050,133077.587288107
903233140,130614.442813564
903233180,129865.39003936
903236130,155067.134931811
903401070,127024.888079231
903426010,149949.444774281
903450060,148778.452314705
903457040,156630.015026001
903475040,131402.588031197
905100060,128207.492195439
905101200,120960.446713657
905104030,126766.613266088
905104240,132836.136975525
905201080,155329.724703775
905225020,176872.077485363
905352010,183076.607114791
905377020,152199.604259631
905476225,131599.874390073
905478220,137262.730399155
906200230,170979.839423499
906378170,224376.096383949
906380010,185507.867254128
906380160,200042.900041663
906392080,186752.757570848
906402070,229544.802958993
907135080,152736.052244569
907200130,129075.070267361
907200270,141949.783899904
907252190,234491.104144115
907260050,220103.196239037
907280100,276655.481427044
907295040,215687.06884069
907401060,202987.024002244
907405130,197040.049510587
908102100,138066.112807018
908102160,134933.758435692
908127040,117327.207165997
908127100,112626.72718912
908152180,138233.987848463
908152280,145154.083102883
908152290,152924.026972598
908154195,258438.972684198
908204090,124105.37123592
908250100,106359.446770255
908276230,112570.120603497
909176170,133644.580174708
909250150,157176.790026651
909251030,149434.369310923
909252010,145200.748790027
909252170,140845.887160707
909254100,147117.880625538
909254140,124491.847308231
909275020,163818.837093472
909282020,207304.691272728
910200110,123445.194943072
914452090,163665.972427179
914452120,146582.613542763
914478020,142357.744128498
916384070,244232.285491762
916386170,250431.117156614
916455050,202004.034551685
916460020,190231.08901398
916475020,270052.469809643
917425190,203124.549899619
923203010,146512.788861465
923205025,161249.241851328
923225040,141848.641928604
923228200,92091.0134299916
923228290,83599.893018698
923229010,154046.577467908
923229100,181749.042713657
923229140,189178.068018516
923252080,124288.515121389
923425030,131794.091844197
526354020,186310.185869887
527107030,177184.183721815
527108060,279043.603411769
527163020,176256.809299295
527166030,184029.290362339
527190220,256855.618695362
527212040,341772.332835711
527214060,479893.670678835
527256120,396694.72249385
527354040,234047.411330838
527356020,250497.534217293
527356060,172551.222401393
527376090,153853.067047845
527377030,168427.306754646
527378010,151724.123918414
527403120,104524.856670203
527450010,113149.134242926
527453070,138479.253569004
528106010,336938.776151557
528116030,357723.999691549
528118010,314490.794217903
528164040,350399.753040451
528172020,259917.105805838
528180080,291685.088262338
528181030,199683.77243448
528186100,336440.000643037
528188040,197976.384374199
528218080,177753.393911426
528221010,179494.594516158
528228280,186925.555642868
528228325,197653.529068785
528228415,195323.277096964
528228565,195568.502500842
528228575,250617.531704228
528275060,180053.816007742
528280100,204184.564359674
528294070,223997.21289792
528315030,314448.720612921
528315070,266409.728814824
528344060,255368.605533118
528348010,262640.413474316
528429120,338853.173226438
528429130,266333.252910358
528456200,196859.526313168
528488110,187057.55977414
528488120,188420.076850203
528488130,204821.207622264
531375100,160382.430504084
531452080,185964.908856476
531452210,165108.494897761
532353030,136690.905970843
532376080,124332.616855933
532376250,131394.238043848
532378050,132135.620161664
532378130,111755.220201337
532378160,135023.401387517
533127080,313453.229702756
533212120,150781.830114227
533212130,154047.162085055
533223010,168884.356699442
533242030,246559.292395002
533250130,251064.000729746
533253090,197801.327138161
533253160,200064.231654882
534129230,175570.689111774
534201250,162007.391656534
534250300,182030.771710146
534275010,133631.288042547
534276230,156679.18687423
534403280,151586.422934083
534427090,126843.920039756
534429130,144279.862731957
534451050,111690.690990774
534455080,162456.547992907
534475160,154127.667794739
534477030,134918.166381086
534479240,149583.697325375
535151080,132462.81251148
535151130,146151.135010913
535176050,148746.814941203
535180020,148407.620657279
535301010,137529.369301715
535301150,141290.116246775
535303050,148514.898825475
535304020,137743.254840522
535325130,125180.131585829
535325460,182213.807677756
535354130,131531.848126368
535377070,77486.6823981426
535381060,91209.8991585837
535382130,148293.044351847
535402070,155123.041407585
535403150,141976.502418564
535425080,216408.441649236
535450100,130723.526470005
535450180,100447.733234598
535451190,105537.876115547
535454050,93084.8967656165
535454060,92763.7573015651
902110120,127669.785669771
902128100,112060.375461385
902134060,101590.159811771
902204060,125299.109480292
902206020,71479.5195803757
902301120,133469.604162756
902325050,158374.747283411
902329090,147294.533617819
902400090,121820.295330332
902456015,76275.2131733966
903200050,83489.304550948
903232170,74381.3605981699
903233100,134385.406376618
903400030,100860.365149791
903451050,97494.5343479332
903456060,92424.296897019
903456090,97109.2502532105
904100090,158436.588695982
904301410,100845.546766195
905100030,140147.823076162
905101330,105216.900257885
905103130,147024.923005638
905107220,157327.014862802
905107300,150197.88886224
905200280,173529.441859554
905225080,230596.130558698
905426100,154755.784550494
905426150,182069.855299923
905427030,212671.122919527
905451050,124338.900760497
905452140,139943.665810442
905452150,137863.744486104
905475150,127565.183464845
905480160,111345.157081581
906382050,243246.045262365
906392100,239257.875704783
906394060,191356.694465623
906475050,158631.46373954
907125020,139232.747396047
907125080,145960.338613486
907135230,144316.888342667
907175060,203155.201198502
907180120,218472.296778235
907251100,243928.029815866
907252050,204554.478886474
907254050,197810.494645362
907255010,205720.838779945
907255050,253622.51519053
907262080,199252.547867142
907265030,233289.042253038
907290020,224775.586742858
907290080,238103.621760645
907401050,207377.489493021
907420070,171898.938631693
907420090,185911.535453116
908102320,161231.783515098
908102330,110042.390483622
908103310,127739.383492693
908103320,123748.972704897
908128100,172994.598778733
908186060,141062.039006973
908186070,144566.942026517
908228040,123835.817542714
909175030,140244.249533044
909201180,131406.742365556
909250120,155827.14725384
909254070,176727.467080028
909256010,135123.82694838
909276010,179548.814593163
909280070,187157.991078576
909281010,208773.886405207
909282110,176478.397283956
910200020,110605.140839225
910203230,82683.4635671384
910226060,139606.362871022
911175360,109509.809113374
914476130,159654.097362301
916252170,144975.330702165
916325040,200823.908777357
916403130,250455.171714272
921205050,335743.575637677
923125030,70867.1319675632
923225510,132745.614366639
923226150,152501.131259204
923226290,85232.8412425337
923228180,81940.1683334692
923228210,84696.0103222114
923228260,86099.5081988437
923229110,161714.579259828
923230040,151044.097235982
923251180,161756.998636726
923400125,123690.847333119
924151050,206924.540494852
